Localidad	Población.total	Viviendas particulares habitadas	Población de 15 años o más analfabeta	Población de 15 años o más sin primaria completa	Viviendas particulares habitadas sin excusado	Viviendas particulares habitadas sin energía eléctrica	Viviendas particulares habitadas sin disponibilidad de agua entubada	Promedio de ocupantes por cuarto en viviendas particulares habitadas	Viviendas particulares habitadas con piso de tierra	Viviendas particulares habitadas que no disponen de refrigerador	Índice de marginación	Grado de marginación	"Índice de marginación escala 
0 a 100"	Lugar que ocupa en el contexto nacional	Lugar que ocupa en el contexto  estatal
Las Palmas	245	66	0.68	4.48	0	0	0	0.84	0	7.58	-1.5612	Muy bajo	2.2583	 106 276	 2 010
Paseo de San Javier	 1 516	437	1.09	5.57	0.23	0.23	0	1.04	2.75	7.78	-1.4677	Muy bajo	3.0006	 105 601	 1 973
Los Ramones	 1 169	371	4.2	27.82	1.08	0.27	1.62	0.8	0.81	3.5	-1.3033	Bajo	4.3054	 103 638	 1 858
Las Alazanas	22	6	26.67	50	0	0	66.67	1.29	0	0	-0.4949	Alto	10.7231	 67 672	738
Altamira (Capadero)	270	78	9.6	27.33	14.1	1.28	12.82	0.95	2.56	7.69	-1.0442	Medio	6.3623	 95 783	 1 520
El Ancón	10	5	20	70	0	0	100	0.48	0	0	-0.4946	Alto	10.7256	 67 654	737
Los Ángeles (Palo Blanco)	50	17	5	35	0	0	76.47	0.55	0	5.88	-1.0488	Medio	6.3258	 95 968	 1 528
La Arena	23	8	5	47.37	0	0	0	0.88	0	0	-1.1184	Bajo	5.7735	 98 717	 1 632
San Andrés	17	6	0	47.06	0	0	100	0.74	0	0	-0.9	Medio	7.5071	 89 215	 1 310
Las Barretas (Barretitas)	29	9	0	26.32	11.11	0	33.33	1.07	0	0	-1.1649	Bajo	5.4044	 100 269	 1 700
Los Pobladores (La Calor)	15	5	15.38	66.67	0	0	0	0.88	0	0	-0.798	Alto	8.317	 83 905	 1 134
El Carrizo	279	96	5.43	37.73	3.13	3.13	17.71	0.9	8.33	8.33	-1.0003	Medio	6.711	 93 889	 1 448
El Carrizo	204	56	6.08	30.71	5.36	1.79	7.14	1.06	0	7.14	-1.1117	Bajo	5.8262	 98 471	 1 615
Clavelito	21	5	46.15	76.92	0	0	100	1.91	0	20	0.4124	Alto	17.9262	 30 122	191
La Conquista	156	49	13.91	48.67	4.08	2.04	2.04	1.03	6.12	8.16	-0.8185	Medio	8.1538	 85 011	 1 160
Los Chaparros	9	5	44.44	66.67	0	0	60	0.43	0	0	-0.3647	Alto	11.7567	 60 869	605
El Huizache	6	3	0	50	0	0	33.33	0.86	0	0	-1.0529	Medio	6.2932	 96 136	 1 533
Los Ébanos	46	16	8.33	50	6.25	0	12.5	1.18	0	6.25	-0.8543	Medio	7.8702	 86 904	 1 229
Empalme los Ramones	10	3	12.5	25	0	0	100	1	0	0	-0.8907	Medio	7.5806	 88 731	 1 289
Las Enramadas	154	50	4.31	38.74	36	4.08	4.08	1.03	12.24	18	-0.7299	Alto	8.8572	 80 227	 1 023
Loma	203	61	4.7	40.14	1.64	0	15	1	1.67	6.56	-1.0517	Medio	6.3024	 96 089	 1 530
El Esterito	33	12	16.67	65.52	8.33	0	100	0.67	8.33	8.33	-0.3722	Alto	11.6975	 61 217	616
Los García	58	23	10	68	0	0	4.35	0.57	4.35	8.7	-0.8402	Medio	7.9822	 86 142	 1 197
Garza Ayala (Paso del Macho)	37	12	0	32.14	8.33	0	0	0.9	16.67	8.33	-1.1119	Bajo	5.825	 98 476	 1 616
Garza González	218	65	8.97	43.51	0	0	9.23	0.78	1.54	3.08	-1.0752	Bajo	6.1159	 97 066	 1 563
Gómez Ochoa (Los Gómez)	7	3	0	33.33	0	0	100	0.7	0	0	-1.0465	Medio	6.3437	 95 873	 1 524
Guadalupe	8	4	12.5	100	0	0	100	0.89	0	25	-0.0284	Alto	14.4262	 45 583	362
Hidalgo	81	16	20	50.72	0	0	12.5	0.98	6.25	6.25	-0.7493	Alto	8.7035	 81 292	 1 057
La Palma	8	3	0	40	0	0	66.67	0.89	0	0	-1.0361	Medio	6.4264	 95 417	 1 508
Facundo González (El Peine)	81	35	5.63	59.42	0	2.86	5.71	0.57	0	2.86	-1.0227	Medio	6.5329	 94 859	 1 486
El Porvenir (Porvenir Ramones)	139	51	6.72	42.74	0	1.96	0	0.81	1.96	7.84	-1.0886	Bajo	6.0097	 97 600	 1 583
La Posada	117	31	1.23	27.5	3.23	0	6.45	1.24	0	3.23	-1.2042	Bajo	5.0919	 101 407	 1 751
Las Puentes	9	4	33.33	88.89	0	0	0	0.53	0	0	-0.4499	Alto	11.0804	 65 283	699
Rancho Nuevo (Rancho Nuevo del Sur)	13	4	12.5	40	50	0	0	1.67	0	50	-0.288	Alto	12.3659	 57 123	531
La Reforma	10	5	10	60	0	0	0	0.42	0	0	-1.0568	Medio	6.262	 96 289	 1 545
El Refugio (Los González)	60	22	6.52	41.3	0	0	4.55	0.7	0	0	-1.1938	Bajo	5.1744	 101 092	 1 738
Repueblo de Oriente (El Ranchito)	146	48	5.56	36.19	0	0	25	0.75	0	6.25	-1.139	Bajo	5.6095	 99 415	 1 660
San Antonio	16	5	12.5	56.25	0	0	75	0.76	0	0	-0.7281	Alto	8.8716	 80 133	 1 019
San Bartolo	55	18	2.78	33.33	0	0	66.67	0.73	0	0	-1.111	Bajo	5.8318	 98 441	 1 613
San Benito	182	63	4.73	47.59	1.59	1.59	7.94	0.63	0	1.59	-1.1337	Bajo	5.6519	 99 229	 1 654
San Isidro	566	178	4.95	26.3	3.93	0.56	3.95	0.91	2.82	2.25	-1.2467	Bajo	4.7547	 102 510	 1 792
San Isidro	350	92	4.74	21.08	7.61	0	7.78	1.02	3.3	6.52	-1.2116	Bajo	5.0337	 101 620	 1 759
El Saucito	41	16	5.56	58.33	12.5	0	75	0.54	0	6.25	-0.7439	Alto	8.7467	 81 011	 1 044
El Tuétano	10	4	12.5	50	0	0	75	0.91	0	0	-0.7489	Alto	8.7068	 81 265	 1 054
Los Martínez	15	6	15.38	69.23	0	0	100	0.52	0	0	-0.5489	Alto	10.2944	 70 563	804
La Buena Fe	11	4	14.29	42.86	0	0	75	1.1	25	0	-0.5728	Alto	10.105	 71 827	824
Maravillas	8	4	12.5	25	0	25	25	0.47	0	25	-0.9711	Medio	6.9429	 92 559	 1 421
San Bartolo	46	9	10.34	44.83	0	0	77.78	1.53	22.22	0	-0.4952	Alto	10.7208	 67 687	739
La Colorada	9	4	12.5	57.14	75	0	100	0.82	25	25	0.1378	Alto	15.7459	 39 136	288
Las Presas	10	3	14.29	28.57	33.33	0	33.33	1.43	0	33.33	-0.5347	Alto	10.4075	 69 827	792
Cinco de Mayo	9	5	12.5	25	0	0	100	1	0	0	-0.8907	Medio	7.5806	 88 732	 1 290
San Bartolo	14	5	0	41.67	0	0	100	0.82	0	0	-0.9314	Medio	7.2578	 90 721	 1 358
San Bartolo	31	9	8.7	34.78	11.11	0	77.78	0.94	11.11	0	-0.7883	Alto	8.3938	 83 419	 1 124
Rayones	361	126	8.27	26.57	0	0	0	0.87	1.59	5.56	-1.2411	Bajo	4.7989	 102 380	 1 785
El Aguacate	11	5	22.22	44.44	20	40	0	0.85	0	40	-0.3341	Alto	11.9993	 59 309	573
El Ancón	18	4	0	35.71	25	0	50	2	0	25	-0.532	Alto	10.4288	 69 673	788
El Arbolito	15	3	18.18	60	33.33	0	0	1.25	0	0	-0.5339	Alto	10.4139	 69 777	790
Ignacio Zaragoza (El Barreal)	53	20	7.32	39.47	0	0	5	0.93	0	5	-1.1074	Bajo	5.8607	 98 301	 1 607
Las Cañadas	79	20	22.95	57.63	25	0	15	1.11	10	20	-0.3461	Alto	11.9045	 59 881	585
Pablo L. Sidar (Casillas)	183	53	13.74	51.94	13.21	3.77	1.92	1.17	1.89	18.87	-0.6511	Alto	9.4828	 76 029	928
La Cebolla	28	8	15.79	68.42	0	12.5	100	1.17	0	100	0.3086	Alto	17.1021	 33 312	226
San Ciprián (Ciprián de Abajo)	18	5	0	20	100	0	100	1.8	20	60	0.2054	Alto	16.2826	 36 757	263
Los Cuartos	18	4	35.71	71.43	25	0	75	1.29	0	25	0.1535	Alto	15.8704	 38 555	283
El Cuervo	36	12	0	25	8.33	0	8.33	1.5	0	16.67	-1.0561	Medio	6.2676	 96 258	 1 541
Emilio Carranza	173	47	11.67	50.86	12.77	0	0	1.14	4.26	10.64	-0.7615	Alto	8.6067	 81 979	 1 076
Los Encinos	55	13	10.26	43.59	15.38	0	23.08	1.22	15.38	23.08	-0.5874	Alto	9.9885	 72 635	844
Las Gallinas	45	11	37.14	80	36.36	18.18	9.09	1.36	0	18.18	0.2002	Alto	16.2415	 36 960	265
El Goche	88	32	10.81	48.65	0	0	3.13	0.86	3.13	9.38	-0.9502	Medio	7.1084	 91 606	 1 387
Juquialanes	8	4	0	25	0	0	0	0.73	0	0	-1.4428	Muy bajo	3.1977	 105 388	 1 960
Labores de Adentro	27	5	21.05	47.37	0	0	0	1.93	0	40	-0.3887	Alto	11.5661	 62 109	632
Las Medias	21	5	5.88	70.59	20	20	0	1.17	0	20	-0.4374	Alto	11.1796	 64 652	685
La Merced	8	3	0	66.67	33.33	66.67	100	1.33	0	66.67	0.4653	Alto	18.346	 28 668	181
La Mesa	9	4	12.5	85.71	0	0	0	0.75	25	0	-0.5089	Alto	10.612	 68 441	762
Monte Blanco	9	4	0	66.67	0	0	25	0.9	0	25	-0.7528	Alto	8.6757	 81 484	 1 064
La Morita	12	3	37.5	42.86	0	0	66.67	1.33	0	0	-0.4192	Alto	11.3239	 63 688	666
El Nogal	10	3	14.29	71.43	66.67	0	66.67	0.58	0	0	-0.244	Alto	12.7147	 55 031	490
Los Nogales	49	19	5.13	63.16	31.58	0	10.53	0.88	15.79	15.79	-0.5386	Alto	10.376	 70 012	794
Pedro Carrizales	104	27	1.56	31.75	3.7	0	0	1.39	18.52	7.41	-0.9821	Medio	6.8551	 93 055	 1 432
Pedro Carrizales	129	33	8.25	41.24	12.12	0	3.03	1.39	6.06	24.24	-0.7301	Alto	8.8556	 80 234	 1 024
Los Pocitos	13	4	25	50	25	0	25	1.3	25	100	0.2761	Alto	16.8439	 34 341	236
Puerto Grande	39	9	0	57.69	44.44	0	100	1.44	11.11	100	0.337	Alto	17.3276	 32 411	218
El Ranchito	20	4	0	53.85	0	0	100	1.67	25	100	0.1991	Alto	16.2328	 37 003	267
El Real (El Realito)	8	3	16.67	33.33	0	0	0	0.73	0	0	-1.1523	Bajo	5.5041	 99 865	 1 676
La Sabanilla	6	3	50	66.67	33.33	66.67	100	1	0	100	1.2015	Muy alto	24.1901	 13 571	57
San Blas	15	3	9.09	54.55	0	0	0	1.67	66.67	66.67	0.0831	Alto	15.3114	 41 214	310
San Juanito	14	5	0	50	0	0	0	0.82	0	0	-1.1712	Bajo	5.3539	 100 475	 1 709
José María Morelos (Santa Rosa)	207	54	10.74	47.59	12.96	11.11	9.26	1.12	14.81	24.07	-0.557	Alto	10.2304	 70 963	812
El Taray	8	3	0	83.33	0	33.33	33.33	1.14	66.67	100	0.6247	Alto	19.611	 24 490	143
El Tepozán	14	5	0	70	0	20	100	1	0	100	0.127	Alto	15.66	 39 567	292
Las Trancas	24	8	18.75	56.25	12.5	12.5	0	0.86	12.5	12.5	-0.5523	Alto	10.2673	 70 721	807
El Tular	63	15	25	65	20	0	0	1.43	0	40	-0.1855	Alto	13.1794	 52 424	458
La Ventana	17	6	26.67	53.33	50	0	16.67	0.85	0	16.67	-0.3515	Alto	11.8615	 60 183	588
Mariano Escobedo (Las Venturas)	63	19	6.82	34.09	15.79	5.26	10.53	1.34	10.53	21.05	-0.7427	Alto	8.756	 80 950	 1 041
Los Cirrales	21	5	6.67	60	20	0	0	1.31	0	0	-0.7389	Alto	8.7863	 80 732	 1 034
Despoblado de Abajo	22	6	20	33.33	0	16.67	16.67	0.96	16.67	16.67	-0.6751	Alto	9.2929	 77 342	952
Los Chilares	14	4	10	60	0	0	0	1.4	0	25	-0.6376	Alto	9.59	 75 254	907
Rodrigo Ponce (La Nopalera)	16	5	8.33	25	60	0	40	1.78	0	0	-0.5738	Alto	10.0967	 71 885	825
El Barreno	8	3	42.86	71.43	66.67	33.33	100	1.14	33.33	33.33	1.0114	Muy alto	22.6816	 16 530	85
Ampliación Pedro Carrizales	91	27	14.93	40.3	11.11	7.41	7.41	1.11	11.11	14.81	-0.7007	Alto	9.0895	 78 643	982
El Gato	19	4	7.69	38.46	100	0	0	2.38	25	50	0.2942	Alto	16.9876	 33 758	231
Oscar Valdez	8	3	0	20	0	0	0	0.89	0	0	-1.4485	Muy bajo	3.1527	 105 441	 1 964
Pedro Carrizales	9	3	0	14.29	33.33	0	33.33	1.13	0	0	-1.138	Bajo	5.6173	 99 381	 1 658
Emiliano Zapata	165	46	1.85	29.13	10.87	4.35	6.52	1.34	4.35	10.87	-1.0052	Medio	6.6717	 94 082	 1 456
La Gloria	21	4	0	38.46	50	0	50	1.62	0	0	-0.6146	Alto	9.7729	 74 037	880
Ciudad Sabinas Hidalgo	 33 068	 9 493	3.17	16.3	2.03	0.46	2.48	0.88	0.94	4.31	-1.393	Muy bajo	3.5936	 104 896	 1 937
La Bandera	5	3	0	60	0	33.33	66.67	0.63	33.33	33.33	-0.2714	Alto	12.497	 56 303	519
Buena Vista	136	46	7.55	44.23	15.22	0	4.35	0.92	2.17	10.87	-0.9233	Medio	7.3223	 90 326	 1 341
Carboneras	130	42	1.85	33.65	0	0	23.81	0.91	0	2.38	-1.1939	Bajo	5.1741	 101 096	 1 739
El Ébano	34	15	7.14	59.26	6.67	0	93.33	0.77	13.33	13.33	-0.492	Alto	10.7459	 67 525	734
El Encino	8	5	0	42.86	0	0	40	0.5	0	0	-1.2004	Bajo	5.1223	 101 304	 1 745
Las Enramadas	11	5	0	55.56	0	0	100	0.69	0	0	-0.8297	Medio	8.0651	 85 599	 1 178
Garza Ayala	406	133	5.13	37.84	0.75	0	12.03	0.82	0.75	1.5	-1.1699	Bajo	5.3643	 100 426	 1 707
Monte Grande	8	4	0	37.5	0	0	100	0.89	25	0	-0.781	Alto	8.4519	 83 059	 1 110
Paso de Álamos	8	3	0	66.67	66.67	0	100	1.33	0	33.33	0.0447	Alto	15.0065	 42 657	318
Los Sabinas	14	5	8.33	50	0	40	40	1.17	0	60	-0.2317	Alto	12.8126	 54 478	481
Sombreretillo	66	34	1.67	30.51	0	0	64.71	0.6	0	5.88	-1.1591	Bajo	5.4505	 100 101	 1 691
Mario Ancira (Sabinas) (Granja)	16	4	22.22	55.56	0	0	0	2	0	25	-0.3649	Alto	11.7552	 60 876	606
La Enramada	9	2	0	0	0	0	0	1	0	0	-1.616	Muy bajo	1.8227	 106 658	 2 027
Luis Rodríguez Treviño	10	3	0	37.5	0	0	33.33	0.77	0	0	-1.201	Bajo	5.1175	 101 324	 1 746
Las Pachangas	17	4	16.67	25	0	0	75	2.43	0	0	-0.5284	Alto	10.4573	 69 476	781
San Gerardo	28	4	21.05	47.06	0	0	0	3.11	0	25	-0.1601	Alto	13.3813	 51 257	438
Constitución	164	40	9.18	31.63	2.5	0	77.5	1.35	2.5	10	-0.7511	Alto	8.689	 81 383	 1 060
Víctor Garza	11	3	0	50	0	0	0	2.75	0	0	-0.6437	Alto	9.5417	 75 606	915
Santa Elena	3	3	33.33	100	0	0	66.67	0.75	33.33	33.33	0.3665	Alto	17.5618	 31 483	208
El Tepeyac	11	3	0	28.57	0	0	100	1.57	0	33.33	-0.654	Alto	9.4601	 76 166	929
Loma Larga	7	3	28.57	71.43	0	0	100	0.88	0	0	-0.2641	Alto	12.5556	 55 955	512
La Rosita	28	9	0	11.11	0	0	0	0.68	0	11.11	-1.5265	Muy bajo	2.5339	 106 046	 1 997
Las Compuertas (Arturo Ancira)	22	6	6.67	35.71	0	0	50	1.29	0	0	-0.9396	Medio	7.193	 91 113	 1 372
Los Corrales de Luis González	26	6	10.53	52.63	0	83.33	100	1.86	16.67	83.33	0.7281	Muy alto	20.4324	 22 109	121
Oriente (Zona Industrial)	18	4	0	11.76	0	0	75	1.13	0	0	-1.2227	Bajo	4.9456	 101 928	 1 773
Graciano Bortoni	141	34	2	43.3	0	0	64.71	1.22	0	0	-0.8947	Medio	7.5494	 88 933	 1 295
Valle Escondido (Colonia Lozano)	31	6	5.26	21.05	0	0	83.33	1.55	0	0	-0.9235	Medio	7.3205	 90 335	 1 342
El Refugio	9	1	50	100	0	0	0	3	0	0	0.5432	Alto	18.9641	 26 578	160
Salinas Victoria	 8 979	 2 400	2.07	10.92	5.71	0.22	1.97	1.05	0.83	8.21	-1.3722	Muy bajo	3.7583	 104 662	 1 924
El Ancón	26	8	0	8.33	0	0	0	0.93	0	0	-1.5528	Muy bajo	2.3244	 106 211	 2 004
Quince de Diciembre (La Vidriera)	14	3	10	20	0	0	0	1.75	0	0	-1.0885	Bajo	6.0104	 97 597	 1 582
Gomas y Mendiola (Rancho de Gomas)	33	10	10	55.17	10	0	40	1.14	0	0	-0.7207	Alto	8.9305	 79 737	 1 009
Ojasé	148	39	3.88	18.18	7.69	0	43.59	1.12	0	2.56	-1.1544	Bajo	5.4876	 99 942	 1 678
Uña de Gato (Loma Blanca)	34	12	6.9	34.48	0	0	8.33	0.67	0	0	-1.2526	Bajo	4.7083	 102 629	 1 798
Mamulique	542	159	3.19	20.76	1.26	0	1.27	0.97	0.63	3.14	-1.3445	Muy bajo	3.9787	 104 285	 1 897
El Milagro	10	3	0	0	0	0	0	0.83	0	33.33	-1.4607	Muy bajo	3.0559	 105 547	 1 970
Los Morales	764	200	4.21	22.44	2.5	0.5	9	1.12	1.5	5	-1.2217	Bajo	4.953	 101 908	 1 770
Rancho Nuevo	92	21	2.86	24.64	14.29	0	19.05	1.12	0	4.76	-1.1308	Bajo	5.6747	 99 137	 1 649
El Refugio	13	5	10	30	0	0	0	1.44	0	40	-0.8323	Medio	8.0446	 85 750	 1 183
San Antonio	7	4	14.29	85.71	0	25	25	0.7	0	25	-0.286	Alto	12.3812	 57 021	530
San Benito (Santa Elena)	10	3	0	40	0	0	33.33	1	0	33.33	-0.9116	Medio	7.4147	 89 771	 1 320
Unión San Javier	416	101	4.23	22.01	12.87	4	28	1.37	18	14.85	-0.8407	Medio	7.978	 86 166	 1 200
San Juan Pesquerineño	15	7	0	69.23	0	0	14.29	0.71	0	0	-0.9653	Medio	6.989	 92 296	 1 410
San Ramón	20	6	20	46.67	0	16.67	33.33	1.05	0	16.67	-0.58	Alto	10.0475	 72 231	833
Teresita (La Puerta)	12	4	11.11	33.33	0	0	25	1.5	0	25	-0.7794	Alto	8.4649	 82 956	 1 107
El Terrero	12	3	0	37.5	33.33	66.67	66.67	1.71	0	100	0.3754	Alto	17.6324	 31 196	205
Urrutias	71	24	7.69	45.1	0	0	41.67	0.99	4.17	0	-0.9141	Medio	7.3949	 89 883	 1 323
Los Villarreales	811	220	3.87	24.91	3.64	0.46	16.13	1.14	1.38	5.45	-1.1648	Bajo	5.4047	 100 268	 1 699
Milpillas	7	3	0	16.67	0	0	0	1.17	0	33.33	-1.2031	Bajo	5.1009	 101 376	 1 749
San Pablo	21	5	9.09	36.36	0	0	20	2.1	0	0	-0.7781	Alto	8.4747	 82 883	 1 104
Brenda	36	10	4.76	38.1	0	0	10	1.8	0	20	-0.8082	Alto	8.2358	 84 433	 1 142
Dos de Marzo	10	3	0	0	0	0	0	1.11	0	0	-1.586	Muy bajo	2.0613	 106 439	 2 018
Las Lilas	17	5	0	30.77	20	0	0	1.7	0	20	-0.8833	Medio	7.64	 88 375	 1 273
El Mirador	7	3	20	40	0	0	0	0.58	0	33.33	-0.884	Medio	7.6341	 88 415	 1 275
Salinas (Avícola)	20	5	0	36.36	0	0	0	2.22	0	20	-0.8022	Alto	8.2833	 84 109	 1 137
El Leal (Predio Alfonso Martínez Domínguez)	206	52	3.62	27.05	21.15	2.17	80.43	1.55	17.39	19.23	-0.5212	Alto	10.5147	 69 096	772
Ciudad Satélite del Norte	 3 375	906	2.42	10.75	4.86	0.23	0.12	1.31	0.35	13.25	-1.2823	Bajo	4.4725	 103 257	 1 835
El Ángel (Parcela Ochenta y Tres)	4	3	0	75	66.67	66.67	66.67	0.8	0	66.67	0.4893	Alto	18.5367	 28 010	173
Los Guajardo	20	5	0	8.33	40	0	40	1.54	0	0	-1.0245	Medio	6.5185	 94 919	 1 490
San Marcos	10	2	0	0	0	0	0	1.17	0	0	-1.5696	Muy bajo	2.1915	 106 330	 2 012
Nuevo Mamulique	263	70	3.89	17.34	2.86	0	1.43	1.14	1.43	1.43	-1.3181	Bajo	4.1876	 103 877	 1 872
La Victoria	32	5	14.29	38.1	20	0	0	2.23	0	20	-0.4876	Alto	10.7812	 67 272	730
Quince de Abril	52	13	10	44.44	0	0	7.69	1.68	0	0	-0.8414	Medio	7.9726	 86 203	 1 203
La Vidriera	29	9	0	22.73	11.11	0	42.86	0.78	0	11.11	-1.1816	Bajo	5.2712	 100 754	 1 717
Camino A los Gutiérrez	13	4	12.5	25	75	25	50	0.83	0	25	-0.3558	Alto	11.8275	 60 405	595
Keiko (Granja Avícola)	43	12	16.13	33.33	0	0	0	1.26	0	8.33	-0.9637	Medio	7.0013	 92 238	 1 407
Verdiguel	30	9	5.56	17.65	11.11	0	55.56	1.58	0	22.22	-0.8356	Medio	8.0183	 85 915	 1 189
San Miguel	24	7	5.88	21.43	0	0	42.86	1	0	0	-1.1928	Bajo	5.1828	 101 067	 1 736
Cuatro de Octubre (Kilómetro Veintidós)	13	4	9.09	20	0	0	0	1.08	0	0	-1.283	Bajo	4.4665	 103 273	 1 837
Emiliano Zapata	 6 174	 1 487	3.84	18.12	4.77	0.84	97.06	1.32	4.87	10.96	-0.8559	Medio	7.8571	 86 980	 1 234
Lázaro Cárdenas	81	23	5.08	22.03	13.04	8.7	8.7	1.03	21.74	13.04	-0.94	Medio	7.1899	 91 129	 1 373
Ninguno	15	5	0	30	0	0	20	0.68	0	0	-1.3427	Muy bajo	3.9929	 104 259	 1 896
Simeprodeso (Colectivo Nuevo)	 3 160	723	3.01	16.34	4.01	0	49.93	1.3	2.58	8.44	-1.0819	Bajo	6.0628	 97 329	 1 574
Hacienda Santa Gertrudis	58	17	11.36	21.43	5.88	0	5.88	1.14	0	23.53	-1.0285	Medio	6.4871	 95 089	 1 494
Kilómetro Tres	15	5	8.33	16.67	0	0	20	1	0	20	-1.1618	Bajo	5.429	 100 188	 1 696
San Francisco	8	3	0	14.29	0	0	100	0.57	0	0	-1.2703	Bajo	4.5676	 103 024	 1 820
San Isidro	28	9	0	20	0	0	0	0.89	0	11.11	-1.3812	Muy bajo	3.6867	 104 760	 1 930
El Deiby	15	7	8.33	33.33	0	0	0	0.83	0	14.29	-1.1426	Bajo	5.5813	 99 534	 1 663
Melisa	73	21	4.55	22.73	0	0	0	1.16	0	9.52	-1.2333	Bajo	4.861	 102 198	 1 780
Camino A los Villarreales Kilómetro Uno	11	3	0	14.29	33.33	0	66.67	2.2	0	0	-0.7382	Alto	8.7916	 80 704	 1 032
Kilómetro 39.9 (La Trinidad)	9	4	0	0	0	0	25	0.75	0	0	-1.6038	Muy bajo	1.9196	 106 569	 2 023
Colonia Agropecuaria el Tule	10	5	0	62.5	20	20	40	0.77	0	40	-0.4502	Alto	11.0782	 65 295	700
Mamulique	16	5	9.09	45.45	0	0	0	1.07	0	0	-1.0343	Medio	6.4413	 95 342	 1 504
La Esperanza (Granja Porcícola)	12	4	0	0	0	0	0	1.09	0	0	-1.5914	Muy bajo	2.0179	 106 486	 2 019
Emiliano Zapata (La Zapatita)	484	116	3.3	16.05	6.03	0	21.55	1.26	0.86	7.76	-1.1877	Bajo	5.2232	 100 914	 1 725
Fernando Hernández (San Bernardo)	16	3	16.67	16.67	0	0	33.33	2.29	0	0	-0.7832	Alto	8.4342	 83 162	 1 115
Las Torres	 4 925	 1 226	5.8	23.91	6.85	10.91	68.48	1.49	18.93	53.02	-0.3939	Alto	11.5253	 62 365	636
Antorcha Campesina	14	3	54.55	90.91	33.33	0	66.67	2	100	33.33	1.5372	Muy alto	26.8551	 9 452	28
Mariana	21	7	13.33	42.86	0	0	14.29	1.62	0	28.57	-0.6376	Alto	9.5903	 75 251	906
Las Abejas	5	4	20	60	0	75	50	0.5	0	100	0.3208	Alto	17.1987	 32 915	220
Colonia Ejidal Mamulique	100	24	3.23	19.67	4.17	25	12.5	1.39	8.33	33.33	-0.7962	Alto	8.3312	 83 803	 1 131
Los Pujidos (Granja Porcícola)	13	4	11.11	44.44	0	0	75	1.3	0	0	-0.7145	Alto	8.9796	 79 401	 1 000
La Copina	11	8	10	40	0	37.5	37.5	0.55	0	75	-0.4119	Alto	11.3823	 63 308	661
Ninguno	11	3	0	0	0	0	0	0.92	0	0	-1.6379	Muy bajo	1.6491	 106 795	 2 029
Valle de Salinas	14	6	0	16.67	0	0	0	0.93	16.67	0	-1.3555	Muy bajo	3.8908	 104 431	 1 907
Ninguno	18	8	11.76	29.41	0	87.5	100	1	12.5	100	0.3771	Alto	17.6455	 31 156	203
Andrea (Granja Avícola)	28	11	5	20	9.09	0	0	0.85	0	18.18	-1.234	Bajo	4.8555	 102 215	 1 781
Los Pilares	496	145	0.87	8.51	3.45	0.71	1.43	1.64	0	11.03	-1.2503	Bajo	4.7264	 102 581	 1 794
San Nicolás de los Garza	 443 273	 113 548	1.22	7.72	1.18	0.04	0.1	0.79	0.9	2.62	-1.5524	Muy bajo	2.328	 106 209	 2 002
Hidalgo	 16 524	 4 208	3.01	16.25	6.8	0.43	3.86	1.01	0.63	9.17	-1.3006	Bajo	4.3268	 103 608	 1 857
Los Rodríguez	15	3	11.11	55.56	0	66.67	66.67	2.14	0	66.67	0.4144	Alto	17.9417	 30 061	190
Ciudad Santa Catarina	 268 347	 65 337	2.23	11.52	1.05	0.12	1.88	0.95	1.6	3.54	-1.4426	Muy bajo	3.1997	 105 384	 1 959
El Alto (La Biznaga)	8	3	37.5	100	33.33	0	100	1.14	0	0	0.3947	Alto	17.7858	 30 637	197
Buenos Aires	24	8	5.26	15.79	12.5	0	100	1.26	12.5	12.5	-0.7664	Alto	8.5674	 82 236	 1 090
Canoas	35	16	20	60	18.75	93.75	100	0.81	87.5	100	1.3954	Muy alto	25.7297	 11 066	38
Horcones	104	31	5.71	21.74	19.35	3.23	41.94	0.98	16.13	9.68	-0.8978	Medio	7.5245	 89 090	 1 307
Llanitos (Mesa de la Cruz)	14	6	9.09	72.73	50	100	100	0.82	83.33	100	1.5794	Muy alto	27.1903	 9 010	25
Los Nogales	192	58	4.76	28.67	3.45	0	5.26	0.98	1.75	10.34	-1.167	Bajo	5.3875	 100 327	 1 701
El Pajonal	9	4	0	88.89	25	100	100	0.69	75	100	1.387	Muy alto	25.6633	 11 165	39
El Rodeo	16	6	21.43	64.29	33.33	0	33.33	1.33	0	0	-0.3217	Alto	12.098	 58 723	557
San Antonio de la Osamenta	45	14	11.43	54.29	35.71	7.14	92.86	1.25	35.71	42.86	0.1884	Alto	16.1475	 37 354	270
Santa Cruz	20	6	21.43	85.71	33.33	100	100	1.05	33.33	100	1.4828	Muy alto	26.4234	 10 069	32
Tunalillo	11	3	25	100	66.67	100	100	1.22	100	100	2.3688	Muy alto	33.4575	 3 138	2
Los Domingos	10	3	44.44	66.67	33.33	33.33	100	0.83	66.67	33.33	0.9355	Muy alto	22.0787	 17 909	95
Jesús María	11	3	63.64	90.91	0	0	100	1	0	0	0.3992	Alto	17.8211	 30 505	196
Rincón Grande	5	3	0	100	0	100	100	0.71	0	100	0.8395	Muy alto	21.3162	 19 722	105
Diecinueve de Marzo	12	3	0	0	66.67	33.33	66.67	1.71	0	33.33	-0.4112	Alto	11.388	 63 270	660
