Localidad,Población total,Viviendas particulares habitadas,Población de 15 años o más analfabeta,Población de 15 años o más sin primaria completa, Viviendas particulares habitadas sin excusado, Viviendas particulares habitadas sin energía eléctrica,Viviendas particulares habitadas sin disponibilidad de agua entubada,Promedio de ocupantes por cuarto en viviendas particulares habitadas,Viviendas particulares habitadas con piso de tierra,Viviendas particulares habitadas que no disponen de refrigerador,Índice de marginación,Grado de marginación,"Índice de marginación escala 
0 a 100",Lugar que ocupa en el contexto nacional,Lugar que ocupa en el contexto  estatal
El Tepozán,14,5,0,70,0,20,100,1,0,100,0.126975717,Alto,15.66000556,39567,292
Las Trancas,24,8,18.75,56.25,12.5,12.5,0,0.86,12.5,12.5,-0.552309817,Alto,10.26734339,70721,807
El Tular,63,15,25,65,20,0,0,1.43,0,40,-0.185496464,Alto,13.17937433,52424,458
La Ventana,17,6,26.66666667,53.33333333,50,0,16.66666667,0.85,0,16.66666667,-0.351505203,Alto,11.86147633,60183,588
Mariano Escobedo (Las Venturas),63,19,6.818181818,34.09090909,15.78947368,5.263157895,10.52631579,1.34,10.52631579,21.05263158,-0.742687494,Alto,8.755987052,80950,1041
Los Cirrales,21,5,6.666666667,60,20,0,0,1.31,0,0,-0.738864492,Alto,8.786336819,80732,1034
Despoblado de Abajo,22,6,20,33.33333333,0,16.66666667,16.66666667,0.96,16.66666667,16.66666667,-0.675051444,Alto,9.292931165,77342,952
Los Chilares,14,4,10,60,0,0,0,1.4,0,25,-0.637635514,Alto,9.589966007,75254,907
Rodrigo Ponce (La Nopalera),16,5,8.333333333,25,60,0,40,1.78,0,0,-0.573809971,Alto,10.09665955,71885,825
El Barreno,8,3,42.85714286,71.42857143,66.66666667,33.33333333,100,1.14,33.33333333,33.33333333,1.011445397,Muy alto,22.68156857,16530,85
Ampliación Pedro Carrizales,91,27,14.92537313,40.29850746,11.11111111,7.407407407,7.407407407,1.11,11.11111111,14.81481481,-0.700672958,Alto,9.089528972,78643,982
El Gato,19,4,7.692307692,38.46153846,100,0,0,2.38,25,50,0.294208993,Alto,16.98762482,33758,231
Oscar Valdez,8,3,0,20,0,0,0,0.89,0,0,-1.448503344,Muy bajo,3.152707961,105441,1964
Pedro Carrizales,9,3,0,14.28571429,33.33333333,0,33.33333333,1.13,0,0,-1.138045557,Bajo,5.617347462,99381,1658
Emiliano Zapata,165,46,1.851851852,29.12621359,10.86956522,4.347826087,6.52173913,1.34,4.347826087,10.86956522,-1.005238493,Medio,6.671666439,94082,1456
La Gloria,21,4,0,38.46153846,50,0,50,1.62,0,0,-0.614595335,Alto,9.772875688,74037,880
Ciudad Sabinas Hidalgo,33068,9493,3.172287298,16.30077326,2.033077004,0.457155007,2.481098925,0.88,0.936668441,4.308437796,-1.392963234,Muy bajo,3.593625711,104896,1937
La Bandera,5,3,0,60,0,33.33333333,66.66666667,0.63,33.33333333,33.33333333,-0.271448053,Alto,12.49702816,56303,519
Buena Vista,136,46,7.547169811,44.23076923,15.2173913,0,4.347826087,0.92,2.173913044,10.86956522,-0.923281716,Medio,7.322298888,90326,1341
Carboneras,130,42,1.851851852,33.65384615,0,0,23.80952381,0.91,0,2.380952381,-1.193884664,Bajo,5.174056061,101096,1739
El Ébano,34,15,7.142857143,59.25925926,6.666666667,0,93.33333333,0.77,13.33333333,13.33333333,-0.492026616,Alto,10.74591525,67525,734
El Encino,8,5,0,42.85714286,0,0,40,0.5,0,0,-1.200404451,Bajo,5.122297249,101304,1745
Las Enramadas,11,5,0,55.55555556,0,0,100,0.69,0,0,-0.829718493,Medio,8.065071739,85599,1178
Garza Ayala,406,133,5.128205128,37.83783784,0.751879699,0,12.03007519,0.82,0.751879699,1.503759399,-1.16991718,Bajo,5.36432736,100426,1707
Monte Grande,8,4,0,37.5,0,0,100,0.89,25,0,-0.780986512,Alto,8.451941616,83059,1110
Paso de Álamos,8,3,0,66.66666667,66.66666667,0,100,1.33,0,33.33333333,0.044663157,Alto,15.00654864,42657,318
Los Sabinas,14,5,8.333333333,50,0,40,40,1.17,0,60,-0.231696848,Alto,12.81260211,54478,481
Sombreretillo,66,34,1.666666667,30.50847458,0,0,64.70588235,0.6,0,5.882352941,-1.159058222,Bajo,5.450533657,100101,1691
Mario Ancira (Sabinas) (Granja),16,4,22.22222222,55.55555556,0,0,0,2,0,25,-0.364886253,Alto,11.75524783,60876,606
La Enramada,9,2,0,0,0,0,0,1,0,0,-1.616042434,Muy bajo,1.822660917,106658,2027
Luis Rodríguez Treviño,10,3,0,37.5,0,0,33.33333333,0.77,0,0,-1.201013939,Bajo,5.117458694,101324,1746
Las Pachangas,17,4,16.66666667,25,0,0,75,2.43,0,0,-0.528387633,Alto,10.45725507,69476,781
San Gerardo,28,4,21.05263158,47.05882353,0,0,0,3.11,0,25,-0.160057042,Alto,13.38133095,51257,438
Constitución,164,40,9.183673469,31.63265306,2.5,0,77.5,1.35,2.5,10,-0.751127513,Alto,8.688984049,81383,1060
Víctor Garza,11,3,0,50,0,0,0,2.75,0,0,-0.643716183,Alto,9.541693238,75606,915
Santa Elena,3,3,33.33333333,100,0,0,66.66666667,0.75,33.33333333,33.33333333,0.366537399,Alto,17.56182026,31483,208
El Tepeyac,11,3,0,28.57142857,0,0,100,1.57,0,33.33333333,-0.653998428,Alto,9.460065305,76166,929
Loma Larga,7,3,28.57142857,71.42857143,0,0,100,0.88,0,0,-0.264072473,Alto,12.55558087,55955,512
La Rosita,28,9,0,11.11111111,0,0,0,0.68,0,11.11111111,-1.526456901,Muy bajo,2.533855976,106046,1997
Las Compuertas (Arturo Ancira),22,6,6.666666667,35.71428571,0,0,50,1.29,0,0,-0.939564009,Medio,7.193038221,91113,1372
Los Corrales de Luis González,26,6,10.52631579,52.63157895,0,83.33333333,100,1.86,16.66666667,83.33333333,0.728123616,Muy alto,20.4323544,22109,121
Oriente (Zona Industrial),18,4,0,11.76470588,0,0,75,1.13,0,0,-1.222658226,Bajo,4.945630613,101928,1773
Graciano Bortoni,141,34,2,43.29896907,0,0,64.70588235,1.22,0,0,-0.894674167,Medio,7.549406404,88933,1295
Valle Escondido (Colonia Lozano),31,6,5.263157895,21.05263158,0,0,83.33333333,1.55,0,0,-0.923507718,Medio,7.320504722,90335,1342
El Refugio,9,1,50,100,0,0,0,3,0,0,0.543175884,Alto,18.96410492,26578,160
Salinas Victoria,8979,2400,2.073769194,10.92350103,5.708333333,0.218150087,1.968503937,1.05,0.831146107,8.208333333,-1.372214364,Muy bajo,3.75834532,104662,1924
El Ancón,26,8,0,8.333333333,0,0,0,0.93,0,0,-1.552839779,Muy bajo,2.32440952,106211,2004
Quince de Diciembre (La Vidriera),14,3,10,20,0,0,0,1.75,0,0,-1.088535816,Bajo,6.010391765,97597,1582
Gomas y Mendiola (Rancho de Gomas),33,10,10,55.17241379,10,0,40,1.14,0,0,-0.720709819,Alto,8.93046181,79737,1009
Ojasé,148,39,3.883495146,18.18181818,7.692307692,0,43.58974359,1.12,0,2.564102564,-1.154391408,Bajo,5.48758222,99942,1678
Uña de Gato (Loma Blanca),34,12,6.896551724,34.48275862,0,0,8.333333333,0.67,0,0,-1.25255052,Bajo,4.708323859,102629,1798
Mamulique,542,159,3.194103194,20.75949367,1.257861635,0,1.265822785,0.97,0.628930818,3.144654088,-1.344462973,Muy bajo,3.978656027,104285,1897
El Milagro,10,3,0,0,0,0,0,0.83,0,33.33333333,-1.460701865,Muy bajo,3.055867236,105547,1970
Los Morales,764,200,4.206500956,22.44094488,2.5,0.5,9,1.12,1.5,5,-1.221725534,Bajo,4.953034999,101908,1770
Rancho Nuevo,92,21,2.857142857,24.63768116,14.28571429,0,19.04761905,1.12,0,4.761904762,-1.130822637,Bajo,5.674688248,99137,1649
El Refugio,13,5,10,30,0,0,0,1.44,0,40,-0.832297046,Medio,8.044601315,85750,1183
San Antonio,7,4,14.28571429,85.71428571,0,25,25,0.7,0,25,-0.286035645,Alto,12.38122125,57021,530
San Benito (Santa Elena),10,3,0,40,0,0,33.33333333,1,0,33.33333333,-0.911643704,Medio,7.414689887,89771,1320
Unión San Javier,416,101,4.230769231,22.00772201,12.87128713,4,28,1.37,18,14.85148515,-0.84068529,Medio,7.978009336,86166,1200
San Juan Pesquerineño,15,7,0,69.23076923,0,0,14.28571429,0.71,0,0,-0.96526837,Medio,6.98897832,92296,1410
San Ramón,20,6,20,46.66666667,0,16.66666667,33.33333333,1.05,0,16.66666667,-0.579997593,Alto,10.04753771,72231,833
Teresita (La Puerta),12,4,11.11111111,33.33333333,0,0,25,1.5,0,25,-0.779359056,Alto,8.464861549,82956,1107
El Terrero,12,3,0,37.5,33.33333333,66.66666667,66.66666667,1.71,0,100,0.375422638,Alto,17.63235775,31196,205
Urrutias,71,24,7.692307692,45.09803922,0,0,41.66666667,0.99,4.166666667,0,-0.914138526,Medio,7.39488418,89883,1323
Los Villarreales,811,220,3.866432337,24.91039427,3.636363636,0.460829493,16.12903226,1.14,1.382488479,5.454545455,-1.164831678,Bajo,5.404699772,100268,1699
Milpillas,7,3,0,16.66666667,0,0,0,1.17,0,33.33333333,-1.203101645,Bajo,5.100884966,101376,1749
San Pablo,21,5,9.090909091,36.36363636,0,0,20,2.1,0,0,-0.778121361,Alto,8.474687267,82883,1104
Brenda,36,10,4.761904762,38.0952381,0,0,10,1.8,0,20,-0.808215117,Alto,8.235781169,84433,1142
Dos de Marzo,10,3,0,0,0,0,0,1.11,0,0,-1.585976934,Muy bajo,2.061342703,106439,2018
Las Lilas,17,5,0,30.76923077,20,0,0,1.7,0,20,-0.883265399,Medio,7.639977492,88375,1273
El Mirador,7,3,20,40,0,0,0,0.58,0,33.33333333,-0.884003402,Medio,7.63411869,88415,1275
Salinas (Avícola),20,5,0,36.36363636,0,0,0,2.22,0,20,-0.802224372,Alto,8.283340057,84109,1137
El Leal (Predio Alfonso Martínez Domínguez),206,52,3.623188406,27.04918033,21.15384615,2.173913044,80.43478261,1.55,17.39130435,19.23076923,-0.521150251,Alto,10.51471067,69096,772
Ciudad Satélite del Norte,3375,906,2.420382166,10.74829932,4.856512141,0.230149597,0.115074799,1.31,0.34562212,13.24503311,-1.28226079,Bajo,4.472462151,103257,1835
El Ángel (Parcela Ochenta y Tres),4,3,0,75,66.66666667,66.66666667,66.66666667,0.8,0,66.66666667,0.489336801,Alto,18.53669115,28010,173
Los Guajardo,20,5,0,8.333333333,40,0,40,1.54,0,0,-1.024530372,Medio,6.51851349,94919,1490
San Marcos,10,2,0,0,0,0,0,1.17,0,0,-1.569577571,Muy bajo,2.191532769,106330,2012
Nuevo Mamulique,263,70,3.888888889,17.34104046,2.857142857,0,1.428571429,1.14,1.428571429,1.428571429,-1.318138852,Bajo,4.187636026,103877,1872
La Victoria,32,5,14.28571429,38.0952381,20,0,0,2.23,0,20,-0.487578888,Alto,10.78122454,67272,730
Quince de Abril,52,13,10,44.44444444,0,0,7.692307692,1.68,0,0,-0.841370735,Medio,7.972567779,86203,1203
La Vidriera,29,9,0,22.72727273,11.11111111,0,42.85714286,0.78,0,11.11111111,-1.181644104,Bajo,5.271230516,100754,1717
Camino A los Gutiérrez,13,4,12.5,25,75,25,50,0.83,0,25,-0.355789028,Alto,11.82746821,60405,595
Keiko (Granja Avícola),43,12,16.12903226,33.33333333,0,0,0,1.26,0,8.333333333,-0.96371847,Medio,7.001282557,92238,1407
Verdiguel,30,9,5.555555556,17.64705882,11.11111111,0,55.55555556,1.58,0,22.22222222,-0.835608455,Medio,8.018312946,85915,1189
San Miguel,24,7,5.882352941,21.42857143,0,0,42.85714286,1,0,0,-1.192781479,Bajo,5.182813939,101067,1736
Cuatro de Octubre (Kilómetro Veintidós),13,4,9.090909091,20,0,0,0,1.08,0,0,-1.283017497,Bajo,4.466454864,103273,1837
Emiliano Zapata,6174,1487,3.843347118,18.11801404,4.77471419,0.836236934,97.06498952,1.32,4.874651811,10.96166779,-0.855916345,Medio,7.857094154,86980,1234
Lázaro Cárdenas,81,23,5.084745763,22.03389831,13.04347826,8.695652174,8.695652174,1.03,21.73913043,13.04347826,-0.939954908,Medio,7.189934973,91129,1373
Ninguno,15,5,0,30,0,0,20,0.68,0,0,-1.342668352,Muy bajo,3.992903029,104259,1896
Simeprodeso (Colectivo Nuevo),3160,723,3.013278856,16.33742659,4.011065007,0,49.92826399,1.3,2.578796562,8.437067773,-1.081938618,Bajo,6.062765117,97329,1574
Hacienda Santa Gertrudis,58,17,11.36363636,21.42857143,5.882352941,0,5.882352941,1.14,0,23.52941176,-1.028490089,Medio,6.487078373,95089,1494
Kilómetro Tres,15,5,8.333333333,16.66666667,0,0,20,1,0,20,-1.161766562,Bajo,5.429032893,100188,1696
San Francisco,8,3,0,14.28571429,0,0,100,0.57,0,0,-1.270272726,Bajo,4.567632115,103024,1820
San Isidro,28,9,0,20,0,0,0,0.89,0,11.11111111,-1.381234866,Muy bajo,3.686734018,104760,1930
El Deiby,15,7,8.333333333,33.33333333,0,0,0,0.83,0,14.28571429,-1.142586619,Bajo,5.581297213,99534,1663
Melisa,73,21,4.545454546,22.72727273,0,0,0,1.16,0,9.523809524,-1.233324167,Bajo,4.860956626,102198,1780
Camino A los Villarreales Kilómetro Uno,11,3,0,14.28571429,33.33333333,0,66.66666667,2.2,0,0,-0.738206123,Alto,8.791563432,80704,1032
Kilómetro 39.9 (La Trinidad),9,4,0,0,0,0,25,0.75,0,0,-1.60383503,Muy bajo,1.919572162,106569,2023
Colonia Agropecuaria el Tule,10,5,0,62.5,20,20,40,0.77,0,40,-0.450170617,Alto,11.07819858,65295,700
Mamulique,16,5,9.090909091,45.45454545,0,0,0,1.07,0,0,-1.034253972,Medio,6.441320487,95342,1504
La Esperanza (Granja Porcícola),12,4,0,0,0,0,0,1.09,0,0,-1.591443389,Muy bajo,2.017946015,106486,2019
Emiliano Zapata (La Zapatita),484,116,3.303303303,16.04938272,6.034482759,0,21.55172414,1.26,0.862068966,7.75862069,-1.18768827,Bajo,5.223247538,100914,1725
Fernando Hernández (San Bernardo),16,3,16.66666667,16.66666667,0,0,33.33333333,2.29,0,0,-0.783218205,Alto,8.434224818,83162,1115
Las Torres,4925,1226,5.79661017,23.9100346,6.851549755,10.91058244,68.47736626,1.49,18.93442623,53.01794454,-0.393856562,Alto,11.52526047,62365,636
Antorcha Campesina,14,3,54.54545455,90.90909091,33.33333333,0,66.66666667,2,100,33.33333333,1.537160362,Muy alto,26.85507597,9452,28
Mariana,21,7,13.33333333,42.85714286,0,0,14.28571429,1.62,0,28.57142857,-0.637599442,Alto,9.590252368,75251,906
Las Abejas,5,4,20,60,0,75,50,0.5,0,100,0.320797802,Alto,17.19870611,32915,220
Colonia Ejidal Mamulique,100,24,3.225806452,19.67213115,4.166666667,25,12.5,1.39,8.333333333,33.33333333,-0.796192926,Alto,8.331222054,83803,1131
Los Pujidos (Granja Porcícola),13,4,11.11111111,44.44444444,0,0,75,1.3,0,0,-0.714521175,Alto,8.979591756,79401,1000
La Copina,11,8,10,40,0,37.5,37.5,0.55,0,75,-0.411861448,Alto,11.3823246,63308,661
Ninguno,11,3,0,0,0,0,0,0.92,0,0,-1.637908253,Muy bajo,1.649074163,106795,2029
Valle de Salinas,14,6,0,16.66666667,0,0,0,0.93,16.66666667,0,-1.355530887,Muy bajo,3.89079088,104431,1907
Ninguno,18,8,11.76470588,29.41176471,0,87.5,100,1,12.5,100,0.377075642,Alto,17.6454805,31156,203
Andrea (Granja Avícola),28,11,5,20,9.090909091,0,0,0.85,0,18.18181818,-1.234014297,Bajo,4.85547787,102215,1781
Los Pilares,496,145,0.869565217,8.510638298,3.448275862,0.714285714,1.428571429,1.64,0,11.03448276,-1.250275527,Bajo,4.726384409,102581,1794
San Nicolás de los Garza,443273,113548,1.218250942,7.723654926,1.184521084,0.037316085,0.102482756,0.79,0.89987948,2.620037341,-1.552388884,Muy bajo,2.327989053,106209,2002
Hidalgo,16524,4208,3.014943634,16.25397437,6.796577947,0.425,3.857715431,1.01,0.625782228,9.173003802,-1.300602841,Bajo,4.32684962,103608,1857
Los Rodríguez,15,3,11.11111111,55.55555556,0,66.66666667,66.66666667,2.14,0,66.66666667,0.414393208,Alto,17.94173445,30061,190
Ciudad Santa Catarina,268347,65337,2.234736748,11.52383059,1.045349496,0.123203918,1.875589504,0.95,1.598850681,3.541637969,-1.442578213,Muy bajo,3.199745957,105384,1959
El Alto (La Biznaga),8,3,37.5,100,33.33333333,0,100,1.14,0,0,0.394745149,Alto,17.78575388,30637,197
Buenos Aires,24,8,5.263157895,15.78947368,12.5,0,100,1.26,12.5,12.5,-0.766447686,Alto,8.567361382,82236,1090
Canoas,35,16,20,60,18.75,93.75,100,0.81,87.5,100,1.395397762,Muy alto,25.72966144,11066,38
Horcones,104,31,5.714285714,21.73913043,19.35483871,3.225806452,41.93548387,0.98,16.12903226,9.677419355,-0.897814157,Medio,7.524478883,89090,1307
Llanitos (Mesa de la Cruz),14,6,9.090909091,72.72727273,50,100,100,0.82,83.33333333,100,1.579382223,Muy alto,27.19026378,9010,25
Los Nogales,192,58,4.761904762,28.67132867,3.448275862,0,5.263157895,0.98,1.754385965,10.34482759,-1.166999281,Bajo,5.387491761,100327,1701
El Pajonal,9,4,0,88.88888889,25,100,100,0.69,75,100,1.387038391,Muy alto,25.66329868,11165,39
El Rodeo,16,6,21.42857143,64.28571429,33.33333333,0,33.33333333,1.33,0,0,-0.321705288,Alto,12.09804971,58723,557
San Antonio de la Osamenta,45,14,11.42857143,54.28571429,35.71428571,7.142857143,92.85714286,1.25,35.71428571,42.85714286,0.188388897,Alto,16.147548,37354,270
Santa Cruz,20,6,21.42857143,85.71428571,33.33333333,100,100,1.05,33.33333333,100,1.482782564,Muy alto,26.4233855,10069,32
Tunalillo,11,3,25,100,66.66666667,100,100,1.22,100,100,2.368833526,Muy alto,33.45750188,3138,2
Los Domingos,10,3,44.44444444,66.66666667,33.33333333,33.33333333,100,0.83,66.66666667,33.33333333,0.935506242,Muy alto,22.07870838,17909,95
Jesús María,11,3,63.63636364,90.90909091,0,0,100,1,0,0,0.399194298,Alto,17.82107446,30505,196
Rincón Grande,5,3,0,100,0,100,100,0.71,0,100,0.839452763,Muy alto,21.31616607,19722,105
Diecinueve de Marzo,12,3,0,0,66.66666667,33.33333333,66.66666667,1.71,0,33.33333333,-0.411151229,Alto,11.38796283,63270,660
La Colorada,21,6,20,40,16.66666667,66.66666667,100,1.4,66.66666667,100,1.035524493,Muy alto,22.87272593,16141,79
Santiago,36840,10224,1.83600377,13.12324542,1.877934272,0.18627451,5.918206842,0.85,1.896433134,3.110328639,-1.441388931,Muy bajo,3.209187341,105378,1958
El Álamo,6,3,0,33.33333333,33.33333333,100,100,0.6,33.33333333,100,0.574587256,Alto,19.21347121,25738,155
La Boca,244,70,3.636363636,24.22360248,2.857142857,0,20,1.08,1.428571429,1.428571429,-1.209862923,Bajo,5.04720903,101565,1756
Los Canelos,103,30,1.515151515,28.125,16.66666667,0,10,1.03,3.333333333,0,-1.158858243,Bajo,5.452121242,100096,1689
La Ciénega de González,281,89,8.133971292,28.70813397,5.617977528,0,26.43678161,1.13,2.298850575,4.494382023,-1.03434562,Medio,6.440592918,95345,1505
Corral de Piedra,5,3,20,80,33.33333333,100,100,0.71,33.33333333,100,1.315550098,Muy alto,25.09577267,12028,47
El Chupadero,8,3,0,16.66666667,0,0,33.33333333,1.14,0,0,-1.305722645,Bajo,4.286204899,103671,1860
La Escondida,8,3,25,57.14285714,0,0,66.66666667,0.67,33.33333333,0,-0.384663913,Alto,11.59823839,61911,626
La Jacinta (El Álamo),13,5,10,37.5,0,0,100,1.18,0,0,-0.749273408,Alto,8.703703278,81291,1056
Laborcitas,15,5,0,25,0,0,60,1.25,20,20,-0.848362971,Medio,7.917058326,86581,1216
Laguna de Sánchez,381,126,10.24734982,41.15523466,9.523809524,2.380952381,32.8,1.04,23.01587302,7.142857143,-0.692651629,Alto,9.153208105,78238,973
Las Margaritas,22,6,6.666666667,13.33333333,0,0,0,1.16,0,0,-1.357301083,Muy bajo,3.876737778,104454,1910
Ojos de Agua,71,18,6.12244898,34.7826087,11.11111111,0,27.77777778,1.37,5.555555556,5.555555556,-0.868686927,Medio,7.755711993,87622,1255
Potrero de Serna (La Nogalera),354,104,6.147540984,29.16666667,18.26923077,0.970873786,56.31067961,1.22,16.50485437,15.38461538,-0.690242158,Alto,9.172336236,78115,967
Potrero Redondo,104,27,7.692307692,56.41025641,33.33333333,100,59.25925926,1.63,62.96296296,100,1.253349906,Muy alto,24.60198234,12842,53
Puerto Genovevo,13,5,0,70,20,0,100,0.65,20,0,-0.443607798,Alto,11.130299,64973,692
San Antonio,13,4,18.18181818,81.81818182,0,0,75,1.08,0,50,-0.014362732,Alto,14.53795825,45024,356
San Isidro,125,44,8.510638298,44.56521739,6.818181818,4.545454546,13.63636364,0.98,11.36363636,4.545454546,-0.857235615,Medio,7.84662083,87044,1236
San José,34,8,4.761904762,19.04761905,0,0,62.5,1.31,42.85714286,12.5,-0.710967825,Alto,9.007800834,79202,996
San José de las Boquillas,65,25,12.28070175,63.63636364,4,0,36,0.92,20,12,-0.505902813,Alto,10.63575591,68277,761
San Juan Bautista,99,35,11.84210526,46.66666667,20,14.28571429,68.57142857,1.15,20,25.71428571,-0.246682356,Alto,12.69363626,55168,496
El Terrero,44,12,17.85714286,46.42857143,8.333333333,0,91.66666667,1.47,75,25,0.206723196,Alto,16.29309899,36706,262
La Tinaja,175,47,0.854700855,15.78947368,6.382978723,0,14.89361702,1.09,4.255319149,0,-1.310292161,Bajo,4.249928756,103743,1862
El Pinal,51,15,14.70588235,38.23529412,26.66666667,0,53.33333333,1.16,53.33333333,13.33333333,-0.235246005,Alto,12.78442633,54630,485
El Saucito,11,3,0,33.33333333,66.66666667,0,33.33333333,1.22,0,33.33333333,-0.529511559,Alto,10.44833253,69548,784
La Peñita,42,12,14.28571429,28.57142857,8.333333333,0,33.33333333,0.95,50,0,-0.668184747,Alto,9.347443999,76945,942
Las Manzanillas,11,3,0,42.85714286,0,0,0,1,66.66666667,0,-0.732709441,Alto,8.835200084,80375,1025
El Rincón,36,13,3.571428571,33.33333333,30.76923077,0,38.46153846,1.2,38.46153846,15.38461538,-0.526040061,Alto,10.4758918,69360,780
Agua de Enmedio,7,3,40,40,0,100,100,1,33.33333333,100,1.0554898,Muy alto,23.03122505,15824,73
Las Adjuntas,30,11,16.66666667,37.5,9.090909091,0,90.90909091,0.81,18.18181818,0,-0.618099004,Alto,9.745061016,74224,886
Las Tablas,7,3,0,100,0,0,66.66666667,0.44,66.66666667,0,-0.106417393,Alto,13.80716145,48898,402
El Tejocote,82,22,9.677419355,37.70491803,9.090909091,28.57142857,86.36363636,1.17,22.72727273,40.90909091,-0.163692484,Alto,13.35247017,51409,443
El Rincón del Lobo,12,5,18.18181818,72.72727273,0,0,100,1.2,20,0,-0.155585962,Alto,13.41682563,51061,434
El Hondable,19,5,10,60,0,20,80,1.46,60,100,0.628286515,Alto,19.63977494,24409,142
El Venadito,12,3,14.28571429,28.57142857,33.33333333,0,66.66666667,1.2,33.33333333,33.33333333,-0.260187159,Alto,12.58642532,55789,509
Lampacitos (Monteprieto),14,4,16.66666667,33.33333333,0,0,0,0.88,0,0,-1.111316874,Bajo,5.829539169,98454,1614
Sendero los Morales,5,2,0,0,0,0,50,0.22,0,0,-1.66815799,Muy bajo,1.408929769,106970,2034
Ninguno,11,4,0,0,0,0,0,1.22,0,50,-1.253203284,Bajo,4.703141748,102644,1801
Ninguno,24,7,7.692307692,30.76923077,0,14.28571429,28.57142857,1.31,0,28.57142857,-0.777748656,Alto,8.477646072,82861,1103
Monteprieto (Guadalupe Mauro de León),7,4,0,33.33333333,50,0,50,0.64,0,0,-0.933119453,Medio,7.244199789,90807,1362
La Senda (Gudelia Garza Valdez),36,11,4.545454546,36.36363636,9.090909091,0,9.090909091,0.91,0,0,-1.14240529,Bajo,5.582736732,99525,1661
Ninguno,61,14,8.571428571,28.57142857,14.28571429,0,14.28571429,1.81,14.28571429,14.28571429,-0.691119548,Alto,9.165370876,78158,971
San Ángel (La Gruta),6,2,0,0,0,100,50,0.75,0,100,-0.298713455,Alto,12.28057559,57657,542
La Mesa Grande (Vista Hermosa),17,4,12.5,50,100,100,100,1.31,75,100,1.76475782,Muy alto,28.66190997,7222,17
Las Lagunillas,29,9,14.28571429,47.61904762,33.33333333,100,100,1.26,77.77777778,100,1.381165613,Muy alto,25.61667631,11223,40
Las Nubes,10,3,0,14.28571429,0,0,0,1.25,0,0,-1.406565616,Muy bajo,3.485640117,105049,1946
Los Dávila,11,3,0,0,0,0,33.33333333,0.73,0,0,-1.582455456,Muy bajo,2.089298758,106417,2016
Los Terreros,107,37,1.176470588,12.65822785,2.702702703,2.777777778,2.777777778,0.67,0,8.108108108,-1.47551744,Muy bajo,2.938250432,105661,1975
Margaritas,18,4,9.090909091,36.36363636,50,0,100,1.5,25,0,-0.221030647,Alto,12.89727817,53999,474
Margaritas de Arriba,49,14,3.125,23.33333333,21.42857143,7.142857143,100,1.69,21.42857143,14.28571429,-0.43251453,Alto,11.21836543,64383,676
Haciendas de la Ermita,24,6,0,14.28571429,0,0,0,1.71,0,0,-1.280837161,Bajo,4.483763952,103226,1831
La Primavera,27,7,0,6.666666667,0,0,14.28571429,0.95,0,0,-1.51781861,Muy bajo,2.602433007,105992,1992
